artist,track,uri,sum_stream_time,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Pomplamoose,Just the Two of Us,spotify:track:5uBnU2Vz0DOyJefwKUa4LM,4697301,0.518,0.163,4,-13.601,0,0.039,0.904,6.71e-06,0.33,0.177,86.908,155776,4
Lo Village,Terry Crews,spotify:track:6AqHlo2rICBJ94cEcrMq1L,193732,0.596,0.454,6,-10.89,1,0.831,0.471,0.0,0.0874,0.51,115.79,193733,5
The Wood Brothers,Happiness Jones,spotify:track:18VoO998h6uVlEWgtKzQug,1023886,0.654,0.768,2,-7.28,1,0.0396,0.0203,0.00932,0.0381,0.695,89.82,246893,4
Fleetwood Mac,The Chain - Live 1977,spotify:track:5m5XW67LO8x72K0GusruVA,1033351,0.347,0.889,9,-7.252,1,0.0818,0.0177,0.0742,0.976,0.31,155.539,340533,4
Bren Joy,Henny in the Hamptons,spotify:track:19NKbRV1zevCIzePp88Wzh,197598,0.631,0.634,1,-6.786,0,0.115,0.634,0.0,0.168,0.479,87.903,197375,4
Liz Cooper,Lights,spotify:track:3UHyQ2zP0X4T4Sjx2H3kfb,1543620,0.499,0.689,10,-8.213,0,0.047,0.146,0.0104,0.101,0.381,109.966,256760,4
Leon Bridges,Beyond (feat. Luke Combs) - Live,spotify:track:05zt3H2jdG0MA1V6Q2t2Et,604897,0.619,0.623,11,-6.33,1,0.0328,0.455,0.0,0.167,0.309,76.037,246947,4
Gallant,Cave Me In,spotify:track:79ptYtWnpAnsQutzg2xSFk,433659,0.689,0.512,1,-6.206,1,0.0509,0.346,2.07e-06,0.106,0.619,90.091,214159,4
CARRTOONS,Taurus,spotify:track:32P0JGinHB5PZmDIx3fLCm,110614,0.696,0.517,0,-8.618,1,0.0495,0.402,0.21,0.216,0.781,81.796,110615,4
Taylor Swift,You Belong With Me,spotify:track:3GCL1PydwsLodcpv0Ll1ch,474426,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964,231133,4
Atlanta Rhythm Section,Angel - Live,spotify:track:68M6aUkveiaEjbbO8iUTSy,1945749,0.303,0.712,9,-8.692,0,0.0404,0.0501,0.54,0.965,0.637,112.93,433293,4
The Home Team,Since We All Fell Apart,spotify:track:1dSEtiQQcnFiCgg9za7ECx,1249548,0.534,0.908,8,-4.552,0,0.138,0.0126,0.0,0.186,0.511,155.182,208258,4
brakence,nosering (feat. 50landing),spotify:track:1cOVM7E3WZchifwUBf1FHT,152775,0.731,0.248,1,-11.701,0,0.4,0.626,0.0,0.139,0.812,159.441,152775,4
Khalid,OTW,spotify:track:6Hgh47WXVKtXN5zGOu0hjI,270797,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26e-05,0.106,0.28,72.989,263014,4
Joji,Glimpse of Us,spotify:track:6xGruZOHLs39ZbVccQTuPZ,147010,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,233456,3
KYLE,Unreplaceable,spotify:track:6MOGEJj9xkoW9cjVdfLeBR,356370,0.717,0.717,1,-7.865,1,0.373,0.159,0.0,0.107,0.642,130.131,178185,4
Easy Giant,Comes the Light,spotify:track:4L1DtMTDMEtDJQiE0ICIj2,1402031,0.447,0.654,2,-8.366,1,0.0341,0.0487,2.18e-05,0.331,0.581,149.906,237793,4
Balto,"Black Snake, Mojave Blues",spotify:track:7CHOMKD7EeOUjsER3HUkW2,1435673,0.386,0.972,7,-4.637,1,0.14,0.0117,0.00128,0.374,0.581,160.766,203683,4
Rjght,Explain,spotify:track:2bU8biglXOHFtR3TmtjqLf,242000,0.714,0.549,4,-10.398,1,0.0658,0.653,4.89e-05,0.0956,0.317,110.071,242000,4
Rex Orange County,"OPEN A WINDOW (feat. Tyler, The Creator)",spotify:track:1TDeDFUYHjZKLsO6bzoVg1,4296829,0.541,0.607,2,-7.174,1,0.0482,0.282,0.0,0.193,0.548,79.974,218587,4
Big Brother & The Holding Company,Piece of My Heart - Take 4,spotify:track:6n39aSkOItOkUZmKJKHHpH,2419678,0.506,0.736,4,-7.392,1,0.179,0.198,0.123,0.321,0.658,152.598,245733,4
Schwey,Elasto,spotify:track:0joWz6mlWQtcREQzYurLVo,222626,0.789,0.522,6,-6.646,0,0.115,0.46,0.00147,0.111,0.427,89.968,222627,4
Bruno Mars,Love's Train,spotify:track:56nnx2535SFDI94nrEPALb,307014,0.71,0.625,6,-9.008,0,0.0295,0.029,1.1e-05,0.108,0.784,140.994,307014,4
CHYLD,Mess This Up,spotify:track:2aL2UQ4uUG5yH0hTBFPPKq,159065,0.486,0.474,4,-9.725,1,0.101,0.812,0.0176,0.309,0.226,115.078,159065,4
Action Bronson,Jaguar,spotify:track:2CjNQ2T7fSfp45CWb3dh85,4078,0.385,0.845,9,-5.585,0,0.174,0.0306,0.0,0.868,0.421,93.338,175307,4
Nic D,Serotonin,spotify:track:1FUQZYqWRVL8eaQd7uENlz,310292,0.81,0.497,1,-7.755,1,0.0647,0.0333,0.0,0.111,0.343,139.988,151301,4
The Pistolwhips,Coastline,spotify:track:1IKVes6NnXXgldmJz1yQ6g,797365,0.51,0.888,11,-5.159,0,0.0712,0.00394,0.0179,0.182,0.489,92.002,259160,4
Lil Wayne,Nothing but Trouble - Instagram Models,spotify:track:7rdjfrTBMNt3KaaGvSv3YG,227497,0.724,0.691,6,-5.665,0,0.0324,0.0172,1.68e-05,0.194,0.236,126.002,217984,4
Future,Hard Work Pays Off,spotify:track:6gzIcEUuswJQGfJNPYMjjv,232260,0.736,0.482,4,-8.242,1,0.196,0.327,0.0,0.229,0.608,140.064,224507,4
Whiskerman,Saturday,spotify:track:5GATiZMNerk6BLjPJp5aPL,444838,0.487,0.727,9,-5.667,1,0.0579,0.151,0.0319,0.129,0.465,94.209,318827,4
Chris Stapleton,Nobody To Blame,spotify:track:4WRRCuJYRq7gUKiupxVH9W,509759,0.534,0.666,9,-9.471,1,0.0335,0.0143,0.0615,0.113,0.59,87.401,244147,4
Sonny Burgess,Cowboy Cool,spotify:track:2dXM2ecnkhPG2kAhMolPzc,537769,0.774,0.655,7,-6.619,1,0.0244,0.286,4.12e-05,0.315,0.753,111.965,227533,4
"Tyler, The Creator",Whoville,spotify:track:0W4FJRyxu6MKl8kKk3p3sj,590928,0.495,0.271,9,-10.082,1,0.0465,0.947,0.706,0.0929,0.201,180.3,73867,3
Brooks & Dunn,Neon Moon - with Kacey Musgraves,spotify:track:3lVPtkNFoIyPPGVdNri4VH,92210,0.645,0.552,3,-7.623,1,0.033,0.167,2.33e-05,0.0718,0.214,102.881,278200,4
NewJeans,Hype Boy,spotify:track:0a4MMyCrzT0En247IhqZbD,179026,0.593,0.935,4,-3.43,0,0.225,0.268,0.0,0.286,0.783,99.976,179027,4
Brothers Osborne,Greener Pastures,spotify:track:5EQBiTpfSvEdw1jLn6s3uT,754981,0.662,0.771,0,-6.947,1,0.0362,0.0374,0.000346,0.228,0.924,96.047,172707,4
Creedence Clearwater Revival,"Born On The Bayou - At The Royal Albert Hall / London, UK / April 14, 1970",spotify:track:3sosK0lsJOvZSFi3OXxL0N,157187,0.425,0.869,9,-9.539,1,0.122,0.0719,0.0798,0.987,0.817,119.977,312662,4
Phony Ppl,Somehow.,spotify:track:2zk7TQx9Xa4yxYmsjgDCPp,230973,0.502,0.399,11,-9.934,1,0.0295,0.719,0.00363,0.645,0.124,92.904,230973,4
MF DOOM,Beef Rap,spotify:track:3dst21BU1yo7leS5njO5dC,279666,0.426,0.899,4,-5.673,1,0.313,0.371,2.64e-05,0.715,0.644,91.65,279667,4
George Moir,God's Plan,spotify:track:5HfUsHA6HCvIDDvtXJlUKb,9890,0.912,0.609,4,-6.381,1,0.0633,0.354,0.000522,0.118,0.968,129.951,166022,4
Denyah,Easy Baby,spotify:track:3trAHivkszyC0kFTGQ7Bf4,218875,0.829,0.408,9,-10.172,1,0.0389,0.771,0.549,0.104,0.753,124.984,199900,4
Richard Strauss,"Don Juan, Op. 20",spotify:track:7HxtUjLcRNTXH0aB554rsT,132850,0.216,0.0159,5,-30.983,1,0.0414,0.954,0.785,0.162,0.121,73.484,66200,4
Lil Wayne,Cameras (feat. Allan Cubas),spotify:track:3swVitvJ9s1J0n6HAtiGSb,145776,0.764,0.466,1,-8.428,1,0.298,0.0119,0.0,0.126,0.238,136.14,145777,4
Mark O'Connor Band,It's In My Blood (feat. Zac Brown),spotify:track:5hBElxZcMMXS6cFLYen0Wk,729753,0.596,0.683,7,-7.002,1,0.0346,0.627,1.63e-05,0.229,0.589,97.933,229068,4
Shanin Blake,goodbye,spotify:track:0QnG5JwNDQd6pFbcalnlN8,139830,0.788,0.592,1,-4.451,1,0.0369,0.233,0.000202,0.102,0.708,117.967,139830,4
Aminé,Hello (with Luke Steele),spotify:track:7JTGwiZEWYMpDGmz4FPA9J,687821,0.79,0.624,1,-7.426,0,0.299,0.0665,1.61e-06,0.0979,0.185,77.424,114017,4
REI AMI,do it right (feat. Aminé),spotify:track:6T3l1Ov2VpZdmqN7PLcMxP,1031502,0.688,0.558,5,-7.579,0,0.202,0.312,0.0,0.396,0.418,84.944,169761,4
Nem,Boku No Takaramono - Instrumental,spotify:track:3SUxfQwgJZDSaE2AqKA7aq,4860,0.71,0.626,2,-7.167,1,0.0303,0.261,0.62,0.0985,0.455,107.002,206902,4
Rihanna,Work,spotify:track:72TFWvU3wUYdUuxejTTIzt,144533,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,4
Florence + The Machine,Delilah,spotify:track:0fgSfUAnuJzzB8l8MdgRZg,315514,0.426,0.87,9,-3.821,0,0.0621,0.096,0.0,0.112,0.414,169.946,293468,4
Young Spitz,Hustle,spotify:track:76DllhCkbjZoLo7jOGwCF6,45833,0.914,0.591,2,-9.839,0,0.31,0.263,0.0,0.0957,0.599,97.0,221727,4
Craig David,DNA,spotify:track:0DfQV2Ri0l83o7Nbzm45vQ,177213,0.672,0.881,9,-3.142,0,0.0447,0.0588,0.0,0.406,0.68,122.012,177213,4
Terence Etc.,Infinince or Infinity?,spotify:track:10vwPX3tVUonwBrRZpPLl0,1544666,0.524,0.504,7,-10.947,1,0.0517,0.137,0.0,0.316,0.186,103.123,367307,4
Busty and the Bass,Up Top,spotify:track:5hG8gvQ2d80Qoly4vfGOkH,18808,0.829,0.726,7,-5.9,1,0.0583,0.163,6.2e-05,0.398,0.759,115.045,277547,4
Lukas Graham,Wish You Were Here (feat. Khalid),spotify:track:7up4SX2l8FAnisrUXoGupd,175698,0.646,0.64,8,-5.554,1,0.0304,0.00119,0.0,0.138,0.127,105.957,175699,4
Dirty Heads,Heavy Water (feat. Common Kings),spotify:track:5KcO6owqIJCCK6pcr4n4T9,2244587,0.634,0.746,11,-2.593,0,0.215,0.0554,0.000296,0.367,0.328,169.977,200827,4
Frank Ocean,Lost,spotify:track:3GZD6HmiNUhxXYf8Gch723,4463196,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,234093,4
COIN,Youuu,spotify:track:7u1es8J70XtwkKXWBDXsyZ,959733,0.528,0.619,2,-6.959,1,0.0282,0.0029,0.0,0.291,0.0845,102.951,235267,4
Jackie McLean,Blues Inn - Remastered,spotify:track:7Kwi4xmgY4qQwOhBe0zsbh,545346,0.583,0.461,5,-9.58,0,0.0482,0.668,0.17,0.162,0.516,131.878,545347,4
Mahalia,Plastic Plants,spotify:track:68OnIh4v10tWxZYJTsHJWX,199533,0.823,0.441,8,-7.645,1,0.156,0.636,7.68e-05,0.114,0.752,135.947,199533,4
SG Lewis,Chemicals,spotify:track:2ORvnjpTAXtyTKnaGAgFIv,255826,0.619,0.848,11,-5.084,0,0.38,0.118,0.0,0.353,0.752,113.928,255827,4
HAIM,Little of Your Love,spotify:track:1XCpzvtHjANEBhS9a4xqQ2,213880,0.612,0.856,9,-3.273,1,0.0479,0.116,3.35e-05,0.647,0.681,112.94,213880,4
Electric Guest,Oh Devil,spotify:track:1kcfGBb6kSrGqNIMW7rAlB,217586,0.903,0.532,7,-7.188,0,0.0593,0.122,0.0345,0.176,0.701,96.991,217587,4
Kendrick Lamar,Mr. Morale,spotify:track:6CmpZfKUQ2KerzBFZ3QKFr,1054205,0.727,0.53,9,-8.616,1,0.312,0.283,2.76e-05,0.392,0.258,174.025,210841,3
NAV,Never Sleep (with Lil Baby feat. Travis Scott),spotify:track:3GdWfmQBiiJrDUvSZS1bGv,185785,0.819,0.651,1,-5.829,1,0.169,0.00639,0.0,0.122,0.501,139.957,185786,4
Denzel Curry,Walkin - Key Glock remix,spotify:track:5GJS3CY3aqbT9j2lv434aQ,226115,0.777,0.703,11,-6.863,0,0.0485,0.14,1.34e-05,0.235,0.662,135.985,226116,4
LeyeT,Notice You,spotify:track:2vQwVM5IF4EqYP3oCgPXLh,160506,0.75,0.537,5,-7.505,1,0.0399,0.241,0.0,0.0853,0.732,89.966,160506,4
SHEBAD,INNER RISE,spotify:track:0QWtBpQkuZ7POB6OrUiHz4,245833,0.862,0.198,10,-16.416,0,0.0442,0.322,0.864,0.101,0.442,107.984,245833,4
Walker Lukens,Baby,spotify:track:18dpTd0Pp7sAH0XCmlo6uC,499066,0.673,0.513,6,-6.083,0,0.0247,0.138,2.14e-06,0.0764,0.665,82.034,249533,4
Resilia,Gambit,spotify:track:1UJWs2dI3DlFj28TfTMqla,288089,0.518,0.828,11,-4.862,1,0.0501,0.000262,0.00429,0.0449,0.522,133.519,288090,4
PawPaw Rod,Beautiful,spotify:track:0SPvoWOI3cUvLSF61bToD0,166927,0.824,0.484,11,-7.774,1,0.246,0.377,0.0,0.0537,0.736,119.937,166927,4
Tame Impala,"New Person, Same Old Mistakes",spotify:track:52ojopYMUzeNcudsoz7O9D,1266326,0.47,0.809,8,-6.74,1,0.0495,0.272,0.00671,0.0491,0.49,151.836,363240,4
Denzel Curry,John Wayne [Feat. Buzzy Lee],spotify:track:6vWIjEsC0mhAX3lkeYhCs0,156333,0.55,0.759,8,-6.901,0,0.0824,0.267,0.0,0.186,0.603,142.052,156333,4
Lady Gaga,Bad Romance,spotify:track:0SiywuOBRcynK0uKGWdCnn,785958,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4
Yung Gravy,C'est La Vie (with bbno$ & Rich Brian),spotify:track:0cgy8EueqwMuYzOZrW5vPB,26390,0.888,0.778,9,-3.671,1,0.0945,0.0566,0.0,0.0653,0.774,142.128,160162,4
The Marcus King Band,Goodbye Carolina,spotify:track:6lNGQqEos6i2KxISBn24Xc,761342,0.455,0.455,0,-8.883,1,0.0336,0.225,1.16e-05,0.151,0.223,79.872,241608,4
Sir Woman,Highroad,spotify:track:64iXPlkVfgkSYRvE0CXij0,233218,0.704,0.55,5,-9.142,0,0.043,0.0967,0.000307,0.112,0.447,93.965,230656,4
Kacey Musgraves,Slow Burn,spotify:track:6ET9kf9riLETWs9lePUEAI,219555,0.555,0.43,2,-9.105,1,0.0295,0.462,0.000191,0.0869,0.274,147.613,246133,4
Bad Bunny,Hablamos Mañana,spotify:track:1V8XneTrX6kKeoxYbk4x6h,136556,0.683,0.677,1,-4.496,1,0.0469,0.0869,0.0,0.0998,0.514,156.019,240253,4
Young Franco,Fallin' Apart,spotify:track:2qKmnm0cEXnvD82C6Sr2hs,1258258,0.766,0.8,4,-7.676,1,0.321,0.0455,0.0,0.672,0.806,111.126,124494,4
Coldplay,My Universe - David Guetta Remix,spotify:track:5FvxRvrQ8qzKjBJ6ST9aiu,9994,0.436,0.948,1,-5.515,0,0.0558,0.0974,0.00375,0.14,0.696,122.609,199136,4
Victoria Monét,Experience,spotify:track:2oap3QptGISyIvwKpnJJId,713017,0.614,0.809,9,-4.749,1,0.0738,0.0105,0.000353,0.148,0.354,112.023,176774,4
"Tyler, The Creator",Glitter,spotify:track:0qtK3XwbuG153dmwB8iepL,1073198,0.449,0.434,1,-11.777,1,0.243,0.306,2.76e-06,0.633,0.371,78.57,224893,5
5 Seconds of Summer,Easier – Remix (with Charlie Puth),spotify:track:5iTaLzgPI5jRMVAxITcZwT,740478,0.418,0.445,5,-5.407,1,0.227,0.469,0.0,0.123,0.608,175.686,157326,4
Cyndi Lauper,Time After Time,spotify:track:7o9uu2GDtVDr9nsR7ZRN73,266818,0.726,0.449,0,-9.206,1,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,241333,4
Kanye West,Good Life,spotify:track:4ZPdLEztrlZqbJkgHNw54L,425113,0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962,207000,4
Robert Schumann,"Symphony No. 2 in C Major, Op. 61: IV. Allegro molto vivace",spotify:track:0OVAKnfbfaoRrmvPDlyHmg,2018457,0.23,0.247,0,-16.835,1,0.0365,0.978,0.907,0.153,0.208,76.051,489987,4
Art Tatum,Soft Wind,spotify:track:6CL6gjAiPwSTeQVBEitXgb,265427,0.645,0.168,9,-19.641,1,0.0427,0.994,0.938,0.111,0.652,99.784,247200,4
The Doobie Brothers,Long Train Runnin',spotify:track:4nXkbcTj3nyww1cHkw5RAP,630133,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,207267,4
2 Chainz,Million Dollars Worth of Game,spotify:track:3IZWCcD1FYpyeY3ki2VUmL,89556,0.808,0.677,2,-4.922,1,0.106,0.00407,0.0,0.132,0.46,97.009,159840,4
Pink Floyd,Pigs (Three Different Ones) - 2018 Remix,spotify:track:37PW3wtNKS20b9gUicwqfb,17550,0.423,0.407,4,-13.359,0,0.0389,0.00586,0.498,0.41,0.368,132.588,686640,4
Manwolves,These Days,spotify:track:3u0s2L2nv0gUuDwLlVi4qH,239425,0.543,0.284,8,-8.503,1,0.0538,0.791,0.0,0.11,0.271,134.557,239426,4
Jack Harlow,SUNDOWN,spotify:track:0ipgd8PPFza3NNmN3Rn2uF,125217,0.816,0.754,2,-5.922,1,0.152,0.163,0.00199,0.105,0.704,92.023,125217,4
Travis Scott,MAFIA,spotify:track:08F16baYbciTva9P4BvpiI,29140,0.855,0.492,0,-7.578,0,0.0483,0.0775,6.71e-06,0.111,0.385,109.975,240000,4
Taylor Swift,You Belong With Me (Taylor’s Version),spotify:track:1qrpoAMXodY6895hGKoUpA,462248,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,231124,4
Buddy Ross,Bored Again!,spotify:track:7rmtsEvDtt4PKxUQ3hEqBj,258013,0.571,0.846,9,-5.262,1,0.156,0.509,0.137,0.086,0.794,166.995,258013,4
Led Zeppelin,Ramble On - 1990 Remaster,spotify:track:3MODES4TNtygekLl146Dxd,584938,0.468,0.607,9,-11.367,1,0.0336,0.072,0.000852,0.225,0.886,98.429,263333,4
Los Stellarians,Trippin',spotify:track:5UUGB9FYsQM6kFKI5MRlUd,684097,0.716,0.894,0,-3.305,0,0.0637,0.0502,0.0,0.46,0.895,110.978,219459,4
Dua Lipa,Hallucinate,spotify:track:1nYeVF5vIBxMxfPoL0SIWg,3000847,0.627,0.69,10,-5.396,0,0.139,0.033,0.0,0.0742,0.627,122.053,208505,4
bbno$,edamame (feat. Rich Brian) - Miky Woodz Remix,spotify:track:00SuAbFIwxj0HDi9JBE1oj,138113,0.772,0.844,4,-4.603,0,0.145,0.0272,4.47e-05,0.133,0.566,106.018,138113,4
Naia Izumi,Good At Being Lonely,spotify:track:4DooiStKq9tcTKGuQiSvpA,221269,0.516,0.378,4,-14.911,0,0.0349,0.697,0.0042,0.349,0.333,75.079,243800,4
Logic,Tetris,spotify:track:7tQpKKS4Jis0pCotemeLdz,389192,0.708,0.98,6,-3.122,1,0.251,0.118,0.0,0.614,0.585,96.879,124974,4
Tess Henley,Dean Martin,spotify:track:1OSvGB7zbOCQYV4hLZxF6L,223512,0.666,0.403,9,-10.108,1,0.0455,0.161,0.000321,0.0778,0.41,71.058,223512,4
Brittany Howard,Short and Sweet - Bon Iver Remix,spotify:track:6cXUDyhMsGtnDBVPtQiLQ9,347437,0.247,0.229,7,-9.978,1,0.0407,0.913,0.000511,0.124,0.0702,91.309,235099,3
Billie Eilish,ilomilo,spotify:track:7qEKqBCD2vE5vIBsrUitpD,855532,0.855,0.423,5,-15.044,0,0.0585,0.724,0.469,0.0896,0.572,120.02,156371,4
Mac Miller,What's the Use?,spotify:track:2dgrYdgguVZKeCsrVb9XEs,2653305,0.759,0.492,1,-10.338,0,0.12,0.736,0.00989,0.107,0.561,104.974,288640,4
Allman Brothers Band,Midnight Rider,spotify:track:1hHGUdFaiJHw9hVZGJWYO2,546527,0.585,0.532,7,-9.673,1,0.0268,0.209,0.00797,0.227,0.68,94.461,180067,4
Hope Tala,Tiptoeing - Tommy Villiers Remix,spotify:track:55FIIN6xVEjOIEheCmdV9K,188002,0.67,0.641,0,-6.813,1,0.0343,0.223,0.00472,0.118,0.967,147.515,188003,4
Greo,Stormy Weather,spotify:track:4gCvwRdzQukXTkS5In6g8h,212647,0.581,0.771,6,-8.187,0,0.247,0.178,0.0,0.128,0.862,85.051,212647,4
Kanye West,Hands On,spotify:track:7r6aR2f57resC5r93LwMfK,413695,0.514,0.393,1,-8.72,0,0.529,0.558,0.0,0.282,0.598,78.039,203174,4
OTR,Midnight Sun (with Ukiyo),spotify:track:0Kq8SX54YdCwbjm4hsVo49,1912094,0.4,0.618,7,-9.36,1,0.0345,0.216,0.761,0.091,0.07,170.02,235765,4
Archie Fisher,The Trooper and the Maid,spotify:track:5of7OggPTpZ9jDubYVeYja,348,0.631,0.427,9,-9.043,0,0.0276,0.756,0.0,0.318,0.942,96.922,113707,4
Inner Wave,Take 3,spotify:track:1xH5pYr7eDu2YGNMRg4H2I,236599,0.667,0.607,4,-7.807,0,0.0387,0.127,0.817,0.106,0.782,89.996,236600,4
Perlo,Call Me a Fool,spotify:track:1d9TH6UbBljrMUh3CV21Nj,204556,0.568,0.669,5,-4.807,0,0.0316,0.528,0.446,0.108,0.381,119.95,204557,4
Glass Animals,Space Ghost Coast To Coast - Hit-Boy Remix,spotify:track:041k12dMWO5ZosmkvhiGGt,172724,0.768,0.51,8,-8.737,1,0.0341,0.0359,0.227,0.143,0.06,101.006,172725,4
Kota the Friend,Bagels,spotify:track:7ey51LwEf1tMRS7aPZpall,252285,0.929,0.458,0,-5.57,1,0.402,0.745,0.0,0.0992,0.636,115.058,252286,4
Shakey Graves,Ready or Not (feat. Sierra Ferrell),spotify:track:2NAOqvZIf7onZ4kDLU560I,385802,0.727,0.576,5,-9.722,0,0.052,0.464,0.0342,0.116,0.672,88.791,192902,4
The Weeknd,Pray For Me (with Kendrick Lamar),spotify:track:77UjLW8j5UAGAGVGhR5oUK,1069092,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,211440,4
Eric Clapton,Promises,spotify:track:1oar8gdDX5yHWzVstAHDav,183853,0.546,0.361,7,-18.397,1,0.0321,0.701,0.773,0.0875,0.709,154.814,181227,4
PinkPantheress,Reason,spotify:track:0REGWAoURfSLQe5hQhlsKK,131906,0.543,0.833,5,-6.548,0,0.0582,0.0065,0.0746,0.1,0.281,167.183,131907,4
Black Sabbath,War Pigs / Luke's Wall - 2012 - Remaster,spotify:track:2rd9ETlulTbz6BYZcdvIE1,1441520,0.332,0.623,9,-12.363,1,0.08,0.222,0.000895,0.278,0.413,183.097,474360,4
Magic City Hippies,Diamond (Bay Ledges Remix),spotify:track:5rJcygbgyDpf1OOSoiGmvB,174464,0.569,0.901,5,-6.05,0,0.0773,0.218,0.815,0.235,0.632,175.973,174465,4
Pearl Jam,Alive,spotify:track:1L94M3KIu7QluZe63g64rv,75984,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,4
Mac Miller,Just a Kid,spotify:track:6PUbtRSsrlaqBpBHZi4nC0,167692,0.555,0.859,7,-4.622,1,0.384,0.0842,0.0,0.25,0.598,96.012,167693,4
Patrick Sweany,One Thing (2020),spotify:track:5AU6psoPKvjkfgISTSrbCS,1259801,0.395,0.421,0,-12.227,1,0.0301,0.115,0.527,0.102,0.135,131.79,246053,3
Blevins,As I'm Fading Into You,spotify:track:5Xtnc3Z7g3gFkMYP3OfSAe,229372,0.502,0.501,5,-9.42,1,0.0343,0.342,7.29e-06,0.115,0.685,77.571,188895,4
FL Dusa,Dear God (feat. Kevin Gates),spotify:track:1oPdIqXhjswpTnA5PPQs0K,1813,0.673,0.748,7,-6.1,1,0.365,0.255,0.0,0.236,0.716,139.667,181714,4
Mac Miller,Woods,spotify:track:3Qa944OTMZkg8DHjET8JQv,870557,0.779,0.362,0,-10.847,1,0.0474,0.135,0.206,0.111,0.46,85.011,286387,4
Pomplamoose,Life Goes On,spotify:track:3TsaVqEKodFEu8L97tYJ8S,3913495,0.836,0.413,0,-8.611,1,0.0445,0.439,0.0058,0.407,0.774,81.965,193515,4
Keegan Konsor,Crash,spotify:track:1ZqWpTQat2YHKyIX1WtmDs,781028,0.798,0.433,7,-8.304,1,0.111,0.337,0.0,0.0962,0.471,94.996,252625,4
Vieux Farka Touré,Lobbo,spotify:track:7FOdklQwziz02Et3OJ9nJT,274723,0.584,0.666,7,-9.349,1,0.0383,0.607,0.702,0.0866,0.585,95.911,274193,4
MC Virgins,Peaceful Mode,spotify:track:0X7VW4Y6uyWUIzrcEzHLCM,481806,0.534,0.265,11,-19.137,1,0.374,0.58,0.0,0.296,0.613,80.187,140000,4
Midland,Bury Me In Blue Jeans,spotify:track:7fnDLJYLF7mErza2kx7QTp,379252,0.602,0.789,8,-5.236,1,0.0286,0.0286,1.95e-05,0.293,0.771,96.004,189627,4
Diversify,The Sky is Falling,spotify:track:1WVYuPyKZCJHjeAKnxhz9E,199680,0.674,0.757,4,-6.036,0,0.0419,0.0583,0.00923,0.117,0.33,124.979,199680,4
Latir,Wallflower,spotify:track:4GEm1plrloLKfg2T4HxCiI,184483,0.773,0.67,5,-8.89,1,0.0564,0.0368,0.0221,0.329,0.478,99.989,184483,4
JID,Surround Sound (feat. 21 Savage & Baby Tate),spotify:track:46b23Nj2UftnN8jSWz4VR5,229938,0.574,0.567,7,-7.126,0,0.465,0.164,0.0,0.258,0.526,75.965,229938,4
Bleachers,Hate That You Know Me,spotify:track:7FqScuVJysPgwVFcepFJks,164267,0.776,0.56,7,-7.182,1,0.136,0.0264,0.0,0.0496,0.554,109.463,185853,4
Young & Sick,Ojai,spotify:track:0ErfOgb5p3EqLQrEwXyrBs,253161,0.713,0.61,6,-10.499,1,0.038,0.0842,3.9e-05,0.11,0.524,121.09,253162,4
"Earth, Wind & Fire",Let's Groove,spotify:track:3koCCeSaVUyrRo3N2gHrd8,777579,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320,4
Sting,What Could Have Been feat. Ray Chen (from the series Arcane League of Legends),spotify:track:4Oih3RDrSFg3afaOphBVuy,223618,0.417,0.288,5,-8.896,0,0.0391,0.579,0.000968,0.0795,0.158,110.251,213474,3
Maroon 5,Maps,spotify:track:4gbVRS8gloEluzf0GzDOFc,379920,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4
Mathien,Pass the Vino,spotify:track:5u4VFkDXVtOQ4cuSRlfnX9,318112,0.705,0.484,0,-10.899,0,0.0475,0.447,0.000673,0.0742,0.536,101.424,318112,4
Oliver Malcolm,Helen,spotify:track:5cVHcVHyFPQkG0BpJfx7Yx,157372,0.843,0.466,7,-7.214,1,0.259,0.462,0.00116,0.131,0.29,104.096,157373,4
JID,151 Rum,spotify:track:22WV03i2lBbwNVCE1g671p,69,0.756,0.867,7,-3.626,1,0.162,0.155,0.00285,0.33,0.666,129.983,156780,4
